Room_no,Month,Day,Hour,Consumption_kWh,Average_Consumption_kWh,Wastage_kWh
13,5,7,14,2.16,1.54,0.62
13,5,7,15,2.74,1.97,0.77
13,5,7,16,0.65,0.52,0.13
13,5,7,17,2.55,0.64,1.91
13,5,7,18,2.29,1.24,1.05
13,5,7,19,2.48,1.93,0.55
13,5,7,20,1.41,1.8,0
13,5,7,21,2.71,1.82,0.89
13,5,7,22,1.84,1.35,0.49
13,5,7,23,2.46,0.69,1.77
13,6,1,0,2.04,1,1.04
13,6,1,1,1.08,0.56,0.52
13,6,1,2,1.94,1.42,0.52
13,6,1,3,2.63,0.91,1.72
13,6,1,4,1.91,0.79,1.12
13,6,1,5,1.36,1.02,0.34
13,6,1,6,1.57,1.46,0.11
13,6,1,7,3.44,1.62,1.82
13,6,1,8,1.46,1.26,0.2
13,6,1,9,1.19,1,0.19
13,6,1,10,1.05,0.56,0.49
13,6,1,11,1.99,0.87,1.12
13,6,1,12,2.96,1.81,1.15
13,6,1,13,2.52,1.82,0.7
13,6,1,14,0.9,1.28,0
13,6,1,15,2.58,1.95,0.63
13,6,1,16,2.33,1.19,1.14
13,6,1,17,2.58,0.7,1.88
13,6,1,18,0.8,0.74,0.06
13,6,1,19,0.45,0.67,0
13,6,1,20,3.3,1.76,1.54
13,6,1,21,2.23,0.77,1.46
13,6,1,22,2.4,1.39,1.01
13,6,1,23,2.85,0.88,1.97
13,6,2,0,3.28,1.64,1.64
13,6,2,1,1.75,1,0.75
13,6,2,2,3.11,1.68,1.43
13,6,2,3,1.8,0.93,0.87
13,6,2,4,1.36,1.63,0
13,6,2,5,2.54,1.82,0.72
13,6,2,6,3.13,1.88,1.25
13,6,2,7,1.19,1,0.19
13,6,2,8,3.06,1.88,1.18
13,6,2,9,1.47,0.53,0.94
13,6,2,10,2.96,1.94,1.02
13,6,2,11,1.54,0.87,0.67
13,6,2,12,1.66,0.98,0.68
13,6,2,13,1.2,1.68,0
13,6,2,14,1.33,1.7,0
13,6,2,15,2.31,1.5,0.81
13,6,2,16,3.82,1.91,1.91
13,6,2,17,2.39,0.77,1.62
13,6,2,18,0.61,0.98,0
13,6,2,19,2.64,0.88,1.76
13,6,2,20,2.68,1.38,1.3
13,6,2,21,1.73,1.35,0.38
13,6,2,22,1.31,0.51,0.8
13,6,2,23,3.21,1.26,1.95
13,6,3,0,1.41,1.76,0
13,6,3,1,2.24,0.71,1.53
13,6,3,2,3.09,1.17,1.92
13,6,3,3,3.28,1.93,1.35
13,6,3,4,2.88,1.26,1.62
13,6,3,5,2.39,1.88,0.51
13,6,3,6,3.41,1.73,1.68
13,6,3,7,3.48,1.6,1.88
13,6,3,8,0.64,0.75,0
13,6,3,9,2.21,1.1,1.11
13,6,3,10,2.1,0.62,1.48
13,6,3,11,1.18,1.46,0
13,6,3,12,1.82,1.97,0
13,6,3,13,1.39,1.85,0
13,6,3,14,1.25,1.45,0
13,6,3,15,1.6,1.66,0
13,6,3,16,1.36,0.55,0.81
13,6,3,17,0.37,0.66,0
13,6,3,18,2.19,0.85,1.34
13,6,3,19,3.1,1.9,1.2
13,6,3,20,1.92,0.84,1.08
13,6,3,21,2.06,1.96,0.1
13,6,3,22,2.24,1.84,0.4
13,6,3,23,1.88,1.48,0.4
13,6,4,0,3.36,1.53,1.83
13,6,4,1,2.02,1.45,0.57
13,6,4,2,3.82,1.92,1.9
13,6,4,3,2.54,1.13,1.41
13,6,4,4,2.35,1.06,1.29
13,6,4,5,0.73,0.65,0.08
13,6,4,6,2.24,1.43,0.81
13,6,4,7,1.48,1.03,0.45
13,6,4,8,1.21,0.59,0.62
13,6,4,9,1.48,1.15,0.33
13,6,4,10,1.28,0.96,0.32
13,6,4,11,3.04,1.82,1.22
13,6,4,12,2.69,1.49,1.2
13,6,4,13,2.99,1.62,1.37
13,6,4,14,1.64,0.51,1.13
13,6,4,15,2.27,1.13,1.14
13,6,4,16,0.88,0.95,0
13,6,4,17,1.09,1.43,0
13,6,4,18,2.14,1.9,0.24
13,6,4,19,0.53,0.95,0
13,6,4,20,2.19,1.28,0.91
13,6,4,21,1.31,1.01,0.3
13,6,4,22,2,0.9,1.1
13,6,4,23,0.43,0.66,0
13,6,5,0,1.6,1.83,0
13,6,5,1,3.12,1.87,1.25
13,6,5,2,0.84,1.13,0
13,6,5,3,1.54,1.43,0.11
13,6,5,4,3.53,1.58,1.95
13,6,5,5,2.66,0.68,1.98
13,6,5,6,2.76,0.79,1.97
13,6,5,7,2.01,0.93,1.08
13,6,5,8,2.45,1.87,0.58
13,6,5,9,1.06,0.6,0.46
13,6,5,10,1.3,0.66,0.64
13,6,5,11,1.52,1.53,0
13,6,5,12,2.06,1.55,0.51
13,6,5,13,2.85,1.84,1.01
13,6,5,14,0.54,0.56,0
13,6,5,15,0.52,0.79,0
13,6,5,16,2.73,0.79,1.94
13,6,5,17,1.21,1.37,0
13,6,5,18,3.52,1.74,1.78
13,6,5,19,2.05,1.35,0.7
13,6,5,20,0.74,0.8,0
13,6,5,21,2.03,0.96,1.07
13,6,5,22,3.33,1.66,1.67
13,6,5,23,0.81,0.96,0
13,6,6,0,0.23,0.63,0
13,6,6,1,1.22,1.54,0
13,6,6,2,3.31,1.66,1.65
13,6,6,3,1.9,0.79,1.11
13,6,6,4,1.72,1.89,0
13,6,6,5,0.91,1.34,0
13,6,6,6,2.25,1.36,0.89
13,6,6,7,1.02,1.44,0
13,6,6,8,1.5,1.08,0.42
13,6,6,9,2.75,0.92,1.83
13,6,6,10,3.45,1.77,1.68
13,6,6,11,0.79,0.88,0
13,6,6,12,2.73,0.75,1.98
13,6,6,13,1.84,1.79,0.05
13,6,6,14,2.47,1.97,0.5
13,6,6,15,3.09,1.61,1.48
13,6,6,16,1.82,0.97,0.85
13,6,6,17,1.57,1.67,0
13,6,6,18,2.92,1.74,1.18
13,6,6,19,1.49,1.56,0
13,6,6,20,1.63,0.87,0.76
13,6,6,21,1.1,1.41,0
13,6,6,22,1.51,1.87,0
13,6,6,23,2.2,1.41,0.79
13,6,7,0,2.65,1.19,1.46
13,6,7,1,1.94,1.2,0.74
13,6,7,2,1.54,1.42,0.12
13,6,7,3,0.52,0.78,0
13,6,7,4,3.64,1.87,1.77
13,6,7,5,2.12,1.01,1.11
13,6,7,6,1.9,1.72,0.18
13,6,7,7,1.83,1.46,0.37
13,6,7,8,3.23,1.8,1.43
13,6,7,9,2.66,0.83,1.83
13,6,7,10,2.31,0.58,1.73
13,6,7,11,3.35,1.46,1.89
13,6,7,12,3.07,1.34,1.73
13,6,7,13,0.54,0.67,0
13,6,7,14,1.24,1.12,0.12
13,6,7,15,2.86,1.84,1.02
13,6,7,16,2.54,1.74,0.8
13,6,7,17,1.88,0.91,0.97
13,6,7,18,3.38,1.5,1.88
13,6,7,19,1.27,0.75,0.52
13,6,7,20,0.92,1.4,0
13,6,7,21,1.99,1.55,0.44
13,6,7,22,2.28,0.94,1.34
13,6,7,23,2.87,1.44,1.43
13,7,1,0,2.01,1.84,0.17
13,7,1,1,3.6,1.94,1.66
13,7,1,2,1.57,1.61,0
13,7,1,3,1.73,1.55,0.18
13,7,1,4,2.72,1.96,0.76
13,7,1,5,1.95,1.95,0
13,7,1,6,0.22,0.63,0
13,7,1,7,2.1,0.8,1.3
13,7,1,8,1.61,1.16,0.45
13,7,1,9,1.9,1.38,0.52
13,7,1,10,1.66,1.78,0
13,7,1,11,2.73,1.98,0.75
13,7,1,12,0.82,1.19,0
13,7,1,13,1.2,1.37,0
13,7,1,14,0.84,0.75,0.09
13,7,1,15,3.02,1.08,1.94
13,7,1,16,2.34,1.37,0.97
13,7,1,17,3.67,1.73,1.94
13,7,1,18,3.39,1.95,1.44
13,7,1,19,1.86,1.25,0.61
13,7,1,20,1.16,1.38,0
13,7,1,21,2.1,1.44,0.66
13,7,1,22,3.75,1.96,1.79
13,7,1,23,1.28,1.53,0
13,7,2,0,3.33,1.8,1.53
13,7,2,1,2.91,1.62,1.29
13,7,2,2,1.8,0.92,0.88
13,7,2,3,2.07,1.61,0.46
13,7,2,4,1.63,1.24,0.39
13,7,2,5,0.9,0.78,0.12
13,7,2,6,1.37,0.73,0.64
13,7,2,7,3.13,1.76,1.37
13,7,2,8,2.05,1.91,0.14
13,7,2,9,2.07,0.67,1.4
13,7,2,10,0.79,0.68,0.11
13,7,2,11,2.74,0.96,1.78
13,7,2,12,1.07,0.59,0.48
13,7,2,13,1.42,1.82,0
13,7,2,14,2.03,0.73,1.3
13,7,2,15,1.2,0.89,0.31
13,7,2,16,2.83,1.42,1.41
13,7,2,17,2.4,1.83,0.57
13,7,2,18,3,1.18,1.82
13,7,2,19,1.67,1.48,0.19
13,7,2,20,2.32,0.65,1.67
13,7,2,21,2.84,0.97,1.87
13,7,2,22,1.97,1.63,0.34
13,7,2,23,1.41,1.02,0.39
13,7,3,0,3.08,1.65,1.43
13,7,3,1,2.67,1.27,1.4
13,7,3,2,2.89,1.19,1.7
13,7,3,3,1.48,0.95,0.53
13,7,3,4,1.98,1.44,0.54
13,7,3,5,1.89,1.69,0.2
13,7,3,6,2.03,0.71,1.32
13,7,3,7,1.4,0.98,0.42
13,7,3,8,2.71,0.92,1.79
13,7,3,9,0.83,0.58,0.25
13,7,3,10,3.23,1.95,1.28
13,7,3,11,3.2,1.46,1.74
13,7,3,12,1.15,1.23,0
13,7,3,13,2.85,1.91,0.94
13,7,3,14,3.47,1.53,1.94
13,7,3,15,2.44,0.53,1.91
13,7,3,16,2.88,1.89,0.99
13,7,3,17,1.36,1.14,0.22
13,7,3,18,1.63,0.69,0.94
13,7,3,19,3.22,1.46,1.76
13,7,3,20,3.07,1.29,1.78
13,7,3,21,2.41,1.5,0.91
13,7,3,22,0.47,0.57,0
13,7,3,23,0.9,0.98,0
13,7,4,0,2.54,1.44,1.1
13,7,4,1,0.38,0.51,0
13,7,4,2,1.85,1.02,0.83
13,7,4,3,1,0.76,0.24
13,7,4,4,1.31,0.99,0.32
13,7,4,5,0.24,0.6,0
13,7,4,6,2.36,0.56,1.8
13,7,4,7,1.47,1.74,0
13,7,4,8,3.07,1.61,1.46
13,7,4,9,1.92,0.69,1.23
13,7,4,10,1.94,1.42,0.52
13,7,4,11,0.23,0.7,0
13,7,4,12,2.05,1.3,0.75
13,7,4,13,2.99,1.77,1.22
13,7,4,14,1.21,1.57,0
13,7,4,15,1.8,0.92,0.88
13,7,4,16,1.24,1.65,0
13,7,4,17,1.32,1.62,0
13,7,4,18,2.52,1.53,0.99
13,7,4,19,2.44,1.44,1
13,7,4,20,2.53,1.52,1.01
13,7,4,21,2.88,0.99,1.89
13,7,4,22,1.92,1.77,0.15
13,7,4,23,3.22,1.74,1.48
13,7,5,0,0.87,0.71,0.16
13,7,5,1,2.93,1.71,1.22
13,7,5,2,2.02,0.83,1.19
13,7,5,3,1.64,1.69,0
13,7,5,4,2.26,0.54,1.72
13,7,5,5,1.2,0.98,0.22
13,7,5,6,2.43,0.63,1.8
13,7,5,7,3.39,1.93,1.46
13,7,5,8,1.45,1.71,0
13,7,5,9,2.06,1.97,0.09
13,7,5,10,1.17,0.95,0.22
13,7,5,11,0.56,0.76,0
13,7,5,12,3.51,1.68,1.83
13,7,5,13,2.76,1.2,1.56
13,7,5,14,1.57,1.04,0.53
13,7,5,15,1.82,1.22,0.6
13,7,5,16,1.73,1.65,0.08
13,7,5,17,1.63,0.85,0.78
13,7,5,18,2.12,1.65,0.47
13,7,5,19,1.52,0.62,0.9
13,7,5,20,3.3,1.71,1.59
13,7,5,21,1.24,1.53,0
13,7,5,22,2.95,1.55,1.4
13,7,5,23,1.76,1.45,0.31
13,7,6,0,2.06,1.57,0.49
13,7,6,1,1.9,1.36,0.54
13,7,6,2,0.72,0.94,0
13,7,6,3,2.08,1.3,0.78
13,7,6,4,2.68,1.07,1.61
13,7,6,5,2.64,0.77,1.87
13,7,6,6,0.83,1.02,0
13,7,6,7,2.35,1.8,0.55
13,7,6,8,2.07,1.21,0.86
13,7,6,9,1.42,0.7,0.72
13,7,6,10,2,0.66,1.34
13,7,6,11,3.48,1.74,1.74
13,7,6,12,2.13,1.04,1.09
13,7,6,13,3.81,1.85,1.96
13,7,6,14,0.3,0.58,0
13,7,6,15,1.53,1.85,0
13,7,6,16,0.65,1.05,0
13,7,6,17,1.42,1.4,0.02
13,7,6,18,3.07,1.57,1.5
13,7,6,19,2.18,0.57,1.61
13,7,6,20,3.1,1.19,1.91
13,7,6,21,2.09,1.28,0.81
13,7,6,22,2.47,1.49,0.98
13,7,6,23,0.58,0.64,0
13,7,7,0,2.86,1.67,1.19
13,7,7,1,3.37,1.9,1.47
13,7,7,2,2.43,1.96,0.47
13,7,7,3,3.24,1.26,1.98
13,7,7,4,2.79,1.76,1.03
13,7,7,5,1.44,0.66,0.78
13,7,7,6,2.13,1.81,0.32
13,7,7,7,1.68,0.94,0.74
13,7,7,8,2.4,1.89,0.51
13,7,7,9,3.12,1.63,1.49
13,7,7,10,1.95,1.98,0
13,7,7,11,3.6,1.63,1.97
13,7,7,12,0.99,1.37,0
13,7,7,13,1.63,0.55,1.08
13,7,7,14,1.42,0.63,0.79
13,7,7,15,3.2,1.42,1.78
13,7,7,16,0.21,0.66,0
13,7,7,17,0.85,1.2,0
13,7,7,18,0.94,1.22,0
13,7,7,19,2.3,0.83,1.47
13,7,7,20,2.8,0.91,1.89
13,7,7,21,1.62,0.76,0.86
13,7,7,22,1.86,1.26,0.6
13,7,7,23,1.93,1.22,0.71
13,8,1,0,2.29,1.29,1
13,8,1,1,2.96,1.73,1.23
13,8,1,2,1.9,1.57,0.33
13,8,1,3,1.97,1.65,0.32
13,8,1,4,2.08,1.86,0.22
13,8,1,5,2.92,1.61,1.31
13,8,1,6,0.86,0.62,0.24
13,8,1,7,3.23,1.31,1.92
13,8,1,8,2.41,1.78,0.63
13,8,1,9,1.6,1.83,0
13,8,1,10,3.89,1.9,1.99
13,8,1,11,1.58,1.8,0
13,8,1,12,1.39,1.79,0
13,8,1,13,1.53,0.88,0.65
13,8,1,14,2.2,0.71,1.49
13,8,1,15,2.98,1.61,1.37
13,8,1,16,2.44,1.29,1.15
13,8,1,17,1.08,1.55,0
13,8,1,18,1.56,1.4,0.16
13,8,1,19,0.65,1.11,0
13,8,1,20,2.18,1.75,0.43
13,8,1,21,1.58,0.55,1.03
13,8,1,22,1.23,1.65,0
13,8,1,23,1.81,1.01,0.8
13,8,2,0,1.69,1.38,0.31
13,8,2,1,3.82,1.94,1.88
13,8,2,2,1.87,1.39,0.48
13,8,2,3,1.88,1.5,0.38
13,8,2,4,2.51,1.45,1.06
13,8,2,5,2.05,0.56,1.49
13,8,2,6,1.3,1.06,0.24
13,8,2,7,1.37,1.49,0
13,8,2,8,1.56,1.23,0.33
13,8,2,9,1.87,1.06,0.81
13,8,2,10,2.62,1.2,1.42
13,8,2,11,2.61,1.88,0.73
13,8,2,12,1.37,1.06,0.31
13,8,2,13,2.97,1.5,1.47
13,8,2,14,2.02,0.75,1.27
13,8,2,15,1.21,0.78,0.43
13,8,2,16,1.37,1.72,0
13,8,2,17,2.24,1.59,0.65
13,8,2,18,1.39,1.69,0
13,8,2,19,0.86,1.08,0
13,8,2,20,2.94,1.04,1.9
13,8,2,21,3.28,1.62,1.66
13,8,2,22,3.36,1.43,1.93
13,8,2,23,2.04,0.8,1.24
13,8,3,0,1.67,1.1,0.57
13,8,3,1,2.32,1.32,1
13,8,3,2,1.02,1.1,0
13,8,3,3,0.48,0.68,0
13,8,3,4,3.11,1.12,1.99
13,8,3,5,1.86,1.01,0.85
13,8,3,6,2.37,0.71,1.66
13,8,3,7,2.14,0.59,1.55
13,8,3,8,1.35,1.05,0.3
13,8,3,9,1.66,1.42,0.24
13,8,3,10,1.81,1.35,0.46
13,8,3,11,1.55,1.44,0.11
13,8,3,12,1.28,1.2,0.08
13,8,3,13,1.69,0.55,1.14
13,8,3,14,2.78,1.01,1.77
13,8,3,15,2.94,1.14,1.8
13,8,3,16,3.7,1.84,1.86
13,8,3,17,2.51,1.85,0.66
13,8,3,18,2.01,1.88,0.13
13,8,3,19,0.78,0.65,0.13
13,8,3,20,1.36,0.63,0.73
13,8,3,21,1.07,1.44,0
13,8,3,22,0.44,0.8,0
13,8,3,23,0.64,0.64,0
13,8,4,0,1.81,1.58,0.23
13,8,4,1,2.29,1.88,0.41
13,8,4,2,2.79,0.85,1.94
13,8,4,3,2.72,1.22,1.5
13,8,4,4,1,0.61,0.39
13,8,4,5,3.41,1.91,1.5
13,8,4,6,2.85,1.69,1.16
13,8,4,7,1.64,1.08,0.56
13,8,4,8,2.58,1.97,0.61
13,8,4,9,2.37,0.9,1.47
13,8,4,10,3.43,1.8,1.63
13,8,4,11,1.65,0.55,1.1
13,8,4,12,2.75,1.69,1.06
13,8,4,13,2.67,1.86,0.81
13,8,4,14,2.13,1.61,0.52
13,8,4,15,1.13,1.51,0
13,8,4,16,1.89,1.65,0.24
13,8,4,17,0.74,0.94,0
13,8,4,18,2.14,1.99,0.15
13,8,4,19,1.05,0.71,0.34
13,8,4,20,2.18,1.84,0.34
13,8,4,21,1.08,1.46,0
13,8,4,22,1.63,1.23,0.4
13,8,4,23,3.49,1.88,1.61
13,8,5,0,1.85,1.38,0.47
13,8,5,1,2.67,1.52,1.15
13,8,5,2,1.42,0.83,0.59
13,8,5,3,2.82,1.97,0.85
13,8,5,4,1.81,1.41,0.4
13,8,5,5,1.31,1.14,0.17
13,8,5,6,0.85,1.32,0
13,8,5,7,1.12,0.5,0.62
13,8,5,8,1.36,1.24,0.12
13,8,5,9,0.73,0.63,0.1
13,8,5,10,1.82,1.74,0.08
13,8,5,11,1.8,1.2,0.6
13,8,5,12,3.32,1.8,1.52
13,8,5,13,2.22,1.62,0.6
13,8,5,14,2.56,1.46,1.1
13,8,5,15,3.32,1.84,1.48
13,8,5,16,2.29,1.24,1.05
13,8,5,17,3,1.61,1.39
13,8,5,18,2.31,1.71,0.6
13,8,5,19,1.5,1.8,0
13,8,5,20,1.66,1.98,0
13,8,5,21,1.14,1.41,0
13,8,5,22,1.97,1.26,0.71
13,8,5,23,2.21,1.77,0.44
13,8,6,0,1.55,1.14,0.41
13,8,6,1,3.07,1.14,1.93
13,8,6,2,1.61,0.57,1.04
13,8,6,3,1.84,0.92,0.92
13,8,6,4,0.87,1.26,0
13,8,6,5,0.79,1.18,0
13,8,6,6,2.11,1.03,1.08
13,8,6,7,2.26,1.94,0.32
13,8,6,8,1.03,1.21,0
13,8,6,9,1.13,1.59,0
13,8,6,10,1.22,1.37,0
13,8,6,11,0.68,1.16,0
13,8,6,12,1.72,0.72,1
13,8,6,13,3.09,1.21,1.88
13,8,6,14,1.44,1.77,0
13,8,6,15,2.76,1.75,1.01
13,8,6,16,1.71,1.9,0
13,8,6,17,2.57,1.52,1.05
13,8,6,18,3.46,1.96,1.5
13,8,6,19,2.85,1.4,1.45
13,8,6,20,0.52,0.5,0.02
13,8,6,21,2.16,0.54,1.62
13,8,6,22,1.78,1.39,0.39
13,8,6,23,0.72,0.93,0
13,8,7,0,2.18,0.98,1.2
13,8,7,1,3.25,1.96,1.29
13,8,7,2,0.49,0.55,0
13,8,7,3,1.72,1.98,0
13,8,7,4,3.37,1.45,1.92
13,8,7,5,1.47,0.55,0.92
13,8,7,6,3.53,1.8,1.73
13,8,7,7,1.72,0.77,0.95
13,8,7,8,1.94,1.79,0.15
13,8,7,9,1.04,1.18,0
13,8,7,10,2.26,1.01,1.25
13,8,7,11,1.62,1.7,0
13,8,7,12,1.78,1.19,0.59
13,8,7,13,2.23,0.56,1.67
13,8,7,14,0.93,1.12,0
13,8,7,15,0.97,1.11,0
13,8,7,16,1.92,1.49,0.43
13,8,7,17,2.1,1.12,0.98
13,8,7,18,2.73,1.76,0.97
13,8,7,19,2.87,0.99,1.88
13,8,7,20,2.62,0.94,1.68
13,8,7,21,2.68,1.8,0.88
13,8,7,22,3.23,1.76,1.47
13,8,7,23,2.46,1.79,0.67
13,9,1,0,0.84,0.67,0.17
13,9,1,1,2.44,0.69,1.75
13,9,1,2,1.02,0.93,0.09
13,9,1,3,2.87,1.47,1.4
13,9,1,4,2.12,1.37,0.75
13,9,1,5,1.48,1.59,0
13,9,1,6,2.81,1.59,1.22
13,9,1,7,1.33,0.99,0.34
13,9,1,8,1.23,0.78,0.45
13,9,1,9,1.83,0.57,1.26
13,9,1,10,1.72,1.33,0.39
13,9,1,11,2.97,1.38,1.59
13,9,1,12,1.82,0.74,1.08
13,9,1,13,2.31,0.62,1.69
13,9,1,14,1.5,1.12,0.38
13,9,1,15,1.36,1.35,0.01
13,9,1,16,2.42,1.97,0.45
13,9,1,17,2.89,1.05,1.84
13,9,1,18,3.1,1.62,1.48
13,9,1,19,2.92,1.1,1.82
13,9,1,20,1.15,1.39,0
13,9,1,21,3.06,1.29,1.77
13,9,1,22,1.65,0.94,0.71
13,9,1,23,1.23,1.44,0
13,9,2,0,2.19,1.15,1.04
13,9,2,1,2,1.62,0.38
13,9,2,2,0.97,0.72,0.25
13,9,2,3,1.57,1.36,0.21
13,9,2,4,1.68,1.63,0.05
13,9,2,5,1.85,1.23,0.62
13,9,2,6,2.64,0.74,1.9
13,9,2,7,0.39,0.63,0
13,9,2,8,0.64,1.07,0
13,9,2,9,2.01,1.65,0.36
13,9,2,10,1.59,1.62,0
13,9,2,11,0.97,0.9,0.07
13,9,2,12,3.34,1.51,1.83
13,9,2,13,1.12,0.8,0.32
13,9,2,14,1.41,1.28,0.13
13,9,2,15,1.03,0.94,0.09
13,9,2,16,3.1,1.4,1.7
13,9,2,17,0.51,0.82,0
13,9,2,18,1.18,0.63,0.55
13,9,2,19,1.41,1,0.41
13,9,2,20,0.68,1.05,0
13,9,2,21,2.81,1.85,0.96
13,9,2,22,1.61,0.68,0.93
13,9,2,23,1.16,0.71,0.45
13,9,3,0,1.7,1.15,0.55
13,9,3,1,0.43,0.89,0
13,9,3,2,2.9,1.92,0.98
13,9,3,3,2.55,1.32,1.23
13,9,3,4,2.07,0.77,1.3
13,9,3,5,1.26,1.33,0
13,9,3,6,3.58,1.82,1.76
13,9,3,7,0.57,0.96,0
13,9,3,8,3.62,1.69,1.93
13,9,3,9,3.71,1.94,1.77
13,9,3,10,2.86,1.06,1.8
13,9,3,11,1.75,0.51,1.24
13,9,3,12,3.41,1.43,1.98
13,9,3,13,3.16,1.68,1.48
13,9,3,14,2.92,1.15,1.77
13,9,3,15,3.39,1.4,1.99
13,9,3,16,1.28,1.67,0
13,9,3,17,3.76,1.98,1.78
13,9,3,18,3.37,1.87,1.5
13,9,3,19,1.65,1.01,0.64
13,9,3,20,2.42,1.11,1.31
13,9,3,21,3.62,1.64,1.98
13,9,3,22,0.51,0.94,0
13,9,3,23,3.74,1.94,1.8
13,9,4,0,1.8,1.03,0.77
13,9,4,1,0.89,0.97,0
13,9,4,2,1.42,0.9,0.52
13,9,4,3,2.68,1.23,1.45
13,9,4,4,0.58,0.71,0
13,9,4,5,3.54,1.77,1.77
13,9,4,6,1.88,1.51,0.37
13,9,4,7,1.44,0.98,0.46
13,9,4,8,1.98,0.68,1.3
13,9,4,9,2.32,1.3,1.02
13,9,4,10,1.08,1.17,0
13,9,4,11,3.29,1.78,1.51
13,9,4,12,3.64,1.92,1.72
13,9,4,13,0.79,0.94,0
13,9,4,14,1.08,1.21,0
13,9,4,15,1.45,1.86,0
13,9,4,16,1.75,1.24,0.51
13,9,4,17,2.98,1.57,1.41
13,9,4,18,1.72,1,0.72
13,9,4,19,2.18,1.06,1.12
13,9,4,20,2.75,1.38,1.37
13,9,4,21,1.53,0.97,0.56
13,9,4,22,2.44,1.66,0.78
13,9,4,23,1.68,0.75,0.93
13,9,5,0,1.52,1.56,0
13,9,5,1,2.62,1.87,0.75
13,9,5,2,1.09,0.57,0.52
13,9,5,3,3.22,1.59,1.63
13,9,5,4,1.51,1.86,0
13,9,5,5,1.33,0.95,0.38
13,9,5,6,1.67,0.91,0.76
13,9,5,7,2.64,1.74,0.9
13,9,5,8,2.29,1.36,0.93
13,9,5,9,0.66,0.6,0.06
13,9,5,10,2.94,1.67,1.27
13,9,5,11,2.62,1.29,1.33
13,9,5,12,3.05,1.4,1.65
13,9,5,13,3.14,1.32,1.82
13,9,5,14,1.97,1.06,0.91
13,9,5,15,2.38,0.79,1.59
13,9,5,16,0.97,0.9,0.07
13,9,5,17,0.76,0.61,0.15
13,9,5,18,2.85,1.23,1.62
13,9,5,19,3.42,1.88,1.54
13,9,5,20,0.87,0.65,0.22
13,9,5,21,2.81,1.63,1.18
13,9,5,22,1.94,1.22,0.72
13,9,5,23,1.88,1.33,0.55
13,9,6,0,0.48,0.79,0
13,9,6,1,0.67,0.87,0
13,9,6,2,0.76,0.82,0
13,9,6,3,1.83,0.64,1.19
13,9,6,4,1.09,1.13,0
13,9,6,5,2.19,0.72,1.47
13,9,6,6,2.25,1.21,1.04
13,9,6,7,2.7,1.37,1.33
13,9,6,8,1.16,1.19,0
13,9,6,9,3.45,1.74,1.71
13,9,6,10,2.29,1.9,0.39
13,9,6,11,2.53,0.67,1.86
13,9,6,12,2.34,0.75,1.59
13,9,6,13,2.79,1.39,1.4
13,9,6,14,1.35,1.25,0.1
13,9,6,15,2.83,1.35,1.48
13,9,6,16,1.52,1.97,0
13,9,6,17,1.39,1.49,0
13,9,6,18,2.99,1.49,1.5
13,9,6,19,2.15,0.74,1.41
13,9,6,20,2.19,1.09,1.1
13,9,6,21,2.3,1.64,0.66
13,9,6,22,3.01,1.07,1.94
13,9,6,23,2.73,1.58,1.15
13,9,7,0,0.68,1.01,0
13,9,7,1,2.51,1.91,0.6
13,9,7,2,1.52,1.75,0
13,9,7,3,3.01,1.97,1.04
13,9,7,4,1.73,1.12,0.61
13,9,7,5,2.38,0.59,1.79
13,9,7,6,2.89,1.32,1.57
13,9,7,7,0.78,0.71,0.07
13,9,7,8,1.13,1.02,0.11
13,9,7,9,2.81,1.5,1.31
13,9,7,10,1.95,0.91,1.04
13,9,7,11,3.26,1.75,1.51
13,9,7,12,1.22,0.97,0.25
13,9,7,13,3.63,1.83,1.8
13,9,7,14,1.23,0.64,0.59
13,9,7,15,1.11,0.63,0.48
13,9,7,16,2.65,1.83,0.82
13,9,7,17,1.25,1.27,0
13,9,7,18,0.79,1.29,0
13,9,7,19,2.72,0.85,1.87
13,9,7,20,0.52,0.83,0
13,9,7,21,1.37,1.22,0.15
13,9,7,22,2.57,1.84,0.73
13,9,7,23,2.02,1.57,0.45
13,10,1,0,2.94,1.82,1.12
13,10,1,1,1.5,1.09,0.41
13,10,1,2,1.54,1.64,0
13,10,1,3,1.63,0.56,1.07
13,10,1,4,0.2,0.58,0
13,10,1,5,1.35,1.38,0
13,10,1,6,1.21,1.56,0
13,10,1,7,1.67,1.55,0.12
13,10,1,8,2,0.7,1.3
13,10,1,9,0.97,1.39,0
13,10,1,10,1.05,1.23,0
13,10,1,11,1.67,1.82,0
13,10,1,12,1.46,1.79,0
13,10,1,13,2.35,1.24,1.11
13,10,1,14,1.43,1.16,0.27
13,10,1,15,2.24,1.85,0.39
13,10,1,16,1.37,1.08,0.29
13,10,1,17,1.31,1.64,0
13,10,1,18,1.28,0.71,0.57
13,10,1,19,1.94,0.7,1.24
13,10,1,20,3.29,1.96,1.33
13,10,1,21,1.89,1.52,0.37
13,10,1,22,1.32,0.63,0.69
13,10,1,23,2.4,1.22,1.18
13,10,2,0,0.8,1.09,0
13,10,2,1,0.9,0.6,0.3
13,10,2,2,3.02,1.69,1.33
13,10,2,3,3.42,1.46,1.96
13,10,2,4,0.96,1.12,0
13,10,2,5,2.47,1.2,1.27
13,10,2,6,1.45,1.86,0
13,10,2,7,2.92,1.96,0.96
13,10,2,8,0.95,0.87,0.08
